symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AMD,2017-01-19 00:00:00+00:00,9.77,10.25,9.75,9.92,46151282,9.77,10.25,9.75,9.92,46151282,0.0,1.0
AMD,2017-01-20 00:00:00+00:00,9.75,9.96,9.67,9.88,27982147,9.75,9.96,9.67,9.88,27982147,0.0,1.0
AMD,2017-01-23 00:00:00+00:00,9.91,10.06,9.68,9.68,27905681,9.91,10.06,9.68,9.68,27905681,0.0,1.0
AMD,2017-01-24 00:00:00+00:00,10.44,10.49,9.95,9.95,43991188,10.44,10.49,9.95,9.95,43991188,0.0,1.0
AMD,2017-01-25 00:00:00+00:00,10.35,10.975,10.15,10.74,61886202,10.35,10.975,10.15,10.74,61886202,0.0,1.0
AMD,2017-01-26 00:00:00+00:00,10.52,10.66,10.3,10.35,35866570,10.52,10.66,10.3,10.35,35866570,0.0,1.0
AMD,2017-01-27 00:00:00+00:00,10.67,10.73,10.52,10.6,32719173,10.67,10.73,10.52,10.6,32719173,0.0,1.0
AMD,2017-01-30 00:00:00+00:00,10.61,10.68,10.3,10.62,37724991,10.61,10.68,10.3,10.62,37724991,0.0,1.0
AMD,2017-01-31 00:00:00+00:00,10.37,10.67,10.22,10.6,53704949,10.37,10.67,10.22,10.6,53704949,0.0,1.0
AMD,2017-02-01 00:00:00+00:00,12.06,12.14,10.81,10.9,165939278,12.06,12.14,10.81,10.9,165939278,0.0,1.0
AMD,2017-02-02 00:00:00+00:00,12.28,12.66,11.95,11.98,116324549,12.28,12.66,11.95,11.98,116324549,0.0,1.0
AMD,2017-02-03 00:00:00+00:00,12.24,12.5,12.04,12.37,60036740,12.24,12.5,12.04,12.37,60036740,0.0,1.0
AMD,2017-02-06 00:00:00+00:00,13.63,13.7,12.38,12.46,140474084,13.63,13.7,12.38,12.46,140474084,0.0,1.0
AMD,2017-02-07 00:00:00+00:00,13.29,14.27,13.06,14.05,158683771,13.29,14.27,13.06,14.05,158683771,0.0,1.0
AMD,2017-02-08 00:00:00+00:00,13.56,13.75,13.08,13.21,75942906,13.56,13.75,13.08,13.21,75942906,0.0,1.0
AMD,2017-02-09 00:00:00+00:00,13.42,13.89,13.4,13.78,73339932,13.42,13.89,13.4,13.78,73339932,0.0,1.0
AMD,2017-02-10 00:00:00+00:00,13.58,13.86,13.25,13.86,54579343,13.58,13.86,13.25,13.86,54579343,0.0,1.0
AMD,2017-02-13 00:00:00+00:00,13.49,13.95,13.38,13.7,57413113,13.49,13.95,13.38,13.7,57413113,0.0,1.0
AMD,2017-02-14 00:00:00+00:00,13.26,13.49,13.19,13.43,40479052,13.26,13.49,13.19,13.43,40479052,0.0,1.0
AMD,2017-02-15 00:00:00+00:00,13.3,13.44,13.15,13.2,33722253,13.3,13.44,13.15,13.2,33722253,0.0,1.0
AMD,2017-02-16 00:00:00+00:00,12.97,13.35,12.84,13.25,52502531,12.97,13.35,12.84,13.25,52502531,0.0,1.0
AMD,2017-02-17 00:00:00+00:00,13.13,13.14,12.6,12.79,40887978,13.13,13.14,12.6,12.79,40887978,0.0,1.0
AMD,2017-02-21 00:00:00+00:00,14.0,14.1,13.4,13.41,66357063,14.0,14.1,13.4,13.41,66357063,0.0,1.0
AMD,2017-02-22 00:00:00+00:00,14.28,14.5,14.04,14.3,71505039,14.28,14.5,14.04,14.3,71505039,0.0,1.0
AMD,2017-02-23 00:00:00+00:00,14.32,14.45,13.82,14.2,80317617,14.32,14.45,13.82,14.2,80317617,0.0,1.0
AMD,2017-02-24 00:00:00+00:00,14.12,14.32,13.86,14.0,46288614,14.12,14.32,13.86,14.0,46288614,0.0,1.0
AMD,2017-02-27 00:00:00+00:00,15.2,15.35,14.27,14.27,95422869,15.2,15.35,14.27,14.27,95422869,0.0,1.0
AMD,2017-02-28 00:00:00+00:00,14.46,15.55,14.35,15.45,141782979,14.46,15.55,14.35,15.45,141782979,0.0,1.0
AMD,2017-03-01 00:00:00+00:00,14.96,15.09,14.52,15.08,73450388,14.96,15.09,14.52,15.08,73450388,0.0,1.0
AMD,2017-03-02 00:00:00+00:00,13.9,14.78,13.87,14.59,104330930,13.9,14.78,13.87,14.59,104330930,0.0,1.0
AMD,2017-03-03 00:00:00+00:00,13.03,13.58,12.79,13.55,163641702,13.03,13.58,12.79,13.55,163641702,0.0,1.0
AMD,2017-03-06 00:00:00+00:00,13.04,13.34,12.38,13.0,117192621,13.04,13.34,12.38,13.0,117192621,0.0,1.0
AMD,2017-03-07 00:00:00+00:00,13.05,13.37,12.79,13.07,76666266,13.05,13.37,12.79,13.07,76666266,0.0,1.0
AMD,2017-03-08 00:00:00+00:00,13.22,13.55,13.1,13.25,71294747,13.22,13.55,13.1,13.25,71294747,0.0,1.0
AMD,2017-03-09 00:00:00+00:00,13.33,13.45,13.11,13.45,45244233,13.33,13.45,13.11,13.45,45244233,0.0,1.0
AMD,2017-03-10 00:00:00+00:00,13.91,13.93,13.45,13.5,65142157,13.91,13.93,13.45,13.5,65142157,0.0,1.0
AMD,2017-03-13 00:00:00+00:00,14.28,14.68,14.18,14.475,73078146,14.28,14.68,14.18,14.475,73078146,0.0,1.0
AMD,2017-03-14 00:00:00+00:00,14.1,14.15,13.6401,14.0,52554505,14.1,14.15,13.6401,14.0,52554505,0.0,1.0
AMD,2017-03-15 00:00:00+00:00,13.98,14.06,13.62,14.03,55179561,13.98,14.06,13.62,14.03,55179561,0.0,1.0
AMD,2017-03-16 00:00:00+00:00,13.65,13.88,13.65,13.79,44494793,13.65,13.88,13.65,13.79,44494793,0.0,1.0
AMD,2017-03-17 00:00:00+00:00,13.49,13.74,13.36,13.62,224892327,13.49,13.74,13.36,13.62,224892327,0.0,1.0
AMD,2017-03-20 00:00:00+00:00,14.4,14.5,13.54,13.68,91565591,14.4,14.5,13.54,13.68,91565591,0.0,1.0
AMD,2017-03-21 00:00:00+00:00,13.82,14.49,13.78,14.4,72552725,13.82,14.49,13.78,14.4,72552725,0.0,1.0
AMD,2017-03-22 00:00:00+00:00,14.1,14.145,13.55,13.7,61239502,14.1,14.145,13.55,13.7,61239502,0.0,1.0
AMD,2017-03-23 00:00:00+00:00,13.79,14.115,13.77,13.96,44549945,13.79,14.115,13.77,13.96,44549945,0.0,1.0
AMD,2017-03-24 00:00:00+00:00,13.7,14.18,13.54,14.16,50099472,13.7,14.18,13.54,14.16,50099472,0.0,1.0
AMD,2017-03-27 00:00:00+00:00,13.7,13.78,13.21,13.35,42686840,13.7,13.78,13.21,13.35,42686840,0.0,1.0
AMD,2017-03-28 00:00:00+00:00,13.69,13.86,13.55,13.75,37420153,13.69,13.86,13.55,13.75,37420153,0.0,1.0
AMD,2017-03-29 00:00:00+00:00,13.71,13.87,13.63,13.74,37863470,13.71,13.87,13.63,13.74,37863470,0.0,1.0
AMD,2017-03-30 00:00:00+00:00,14.05,14.05,13.65,13.73,44132830,14.05,14.05,13.65,13.73,44132830,0.0,1.0
AMD,2017-03-31 00:00:00+00:00,14.55,14.75,14.01,14.1,84566239,14.55,14.75,14.01,14.1,84566239,0.0,1.0
AMD,2017-04-03 00:00:00+00:00,14.64,14.74,14.3,14.6,48423677,14.64,14.74,14.3,14.6,48423677,0.0,1.0
AMD,2017-04-04 00:00:00+00:00,14.16,14.67,14.03,14.31,58413020,14.16,14.67,14.03,14.31,58413020,0.0,1.0
AMD,2017-04-05 00:00:00+00:00,14.17,14.64,14.1,14.28,58816711,14.17,14.64,14.1,14.28,58816711,0.0,1.0
AMD,2017-04-06 00:00:00+00:00,13.27,13.46,12.83,13.42,139500105,13.27,13.46,12.83,13.42,139500105,0.0,1.0
AMD,2017-04-07 00:00:00+00:00,13.52,13.68,13.22,13.33,70354484,13.52,13.68,13.22,13.33,70354484,0.0,1.0
AMD,2017-04-10 00:00:00+00:00,13.1,13.59,13.04,13.52,47178017,13.1,13.59,13.04,13.52,47178017,0.0,1.0
AMD,2017-04-11 00:00:00+00:00,13.1,13.29,12.71,13.02,59916607,13.1,13.29,12.71,13.02,59916607,0.0,1.0
AMD,2017-04-12 00:00:00+00:00,12.76,13.1,12.74,12.94,37385363,12.76,13.1,12.74,12.94,37385363,0.0,1.0
AMD,2017-04-13 00:00:00+00:00,12.31,12.72,12.22,12.505,53442631,12.31,12.72,12.22,12.505,53442631,0.0,1.0
AMD,2017-04-17 00:00:00+00:00,12.79,12.8,12.37,12.53,38188238,12.79,12.8,12.37,12.53,38188238,0.0,1.0
AMD,2017-04-18 00:00:00+00:00,12.95,12.97,12.58,12.63,37172004,12.95,12.97,12.58,12.63,37172004,0.0,1.0
AMD,2017-04-19 00:00:00+00:00,12.84,13.205,12.8,13.09,36491056,12.84,13.205,12.8,13.09,36491056,0.0,1.0
AMD,2017-04-20 00:00:00+00:00,13.11,13.15,12.88,12.98,41976064,13.11,13.15,12.88,12.98,41976064,0.0,1.0
AMD,2017-04-21 00:00:00+00:00,13.0,13.12,12.9,13.08,25689590,13.0,13.12,12.9,13.08,25689590,0.0,1.0
AMD,2017-04-24 00:00:00+00:00,13.13,13.23,13.045,13.23,36085880,13.13,13.23,13.045,13.23,36085880,0.0,1.0
AMD,2017-04-25 00:00:00+00:00,13.49,13.525,13.16,13.24,35681706,13.49,13.525,13.16,13.24,35681706,0.0,1.0
AMD,2017-04-26 00:00:00+00:00,13.41,13.53,13.22,13.42,36344723,13.41,13.53,13.22,13.42,36344723,0.0,1.0
